0.026	1.2049573077800008e6	3.00422733599e8	0	2.4471690288e6	2.894266124719998e8	0
0.035888	1.6216296036114541e6	4.403998744284239e8	0	3.992438966293692e6	4.1431043558147836e8	0
0.045776	2.0970925647332913e6	5.807445074328015e8	0	5.882867587640415e6	5.568291508524023e8	0
0.055664000000000005	2.6129904893307644e6	6.971310920413815e8	0	7.91849785277489e6	7.072441763933725e8	0
0.065552	3.145434959547215e6	7.709089665318611e8	0	9.847499062983034e6	8.544974463364444e8	0
0.07544000000000001	3.6678756311379946e6	7.947287596210499e8	0	1.1443660908586534e7	9.885275479978278e8	0
0.085328	4.154395743926907e6	7.729116185548588e8	0	1.2568584613154085e7	1.1021635608392172e9	0
0.095216	4.582778416510871e6	7.17635147910737e8	0	1.3195218881796183e7	1.1921344299448922e9	0
0.105104	4.936804669755002e6	6.437369104910467e8	0	1.3393131397377586e7	1.2591253571981485e9	0
0.11499200000000001	5.207478432560031e6	5.645622715075818e8	0	1.3292584773887593e7	1.307133400702731e9	0
0.12488	5.411284801537505e6	4.931603230235349e8	0	1.3218054562851338e7	1.3482108792922182e9	0
0.134768	5.5898914802927e6	4.4066201141626465e8	0	1.3720596517908376e7	1.4021009139645042e9	0
0.144656	5.681471210762469e6	3.962422789347245e8	0	1.4169875810699105e7	1.4516027350034292e9	0
0.15454400000000001	5.6774817127077235e6	3.6020556013655204e8	0	1.4563632852710204e7	1.4975400412642646e9	0
0.164432	5.574054736453379e6	3.325608290292581e8	0	1.4900713219471652e7	1.5409422718459826e9	0
0.17432	5.372671865608114e6	3.13270529612768e8	0	1.5181024340898998e7	1.5892209661474137e9	0
0.184208	4.954076961535899e6	3.163012972194916e8	0	1.5392241678113293e7	1.6385723425014448e9	0
0.19409600000000002	4.50976144503034e6	3.2527526330560577e8	0	1.5550043759924417e7	1.6867793882554917e9	0
0.20398400000000003	4.0885787646609177e6	3.359307083023501e8	0	1.566246116581212e7	1.7331435182017853e9	0
0.213872	3.7164442024021037e6	3.453342151040382e8	0	1.573628660303286e7	1.776914743256042e9	0
0.22376000000000001	3.4674242659902824e6	3.3948067375062114e8	0	1.5778785493624324e7	1.8151706323854282e9	0
0.23364800000000002	3.3358131179431533e6	3.1603802949906987e8	0	1.581364793665338e7	1.847077772778291e9	0
0.243536	3.2494794106689375e6	2.908597905426258e8	0	1.5840463501852088e7	1.8752910598869078e9	0
0.25342400000000004	3.1992696389132347e6	2.6678938634707484e8	0	1.5844688983269997e7	1.9000935962513025e9	0
0.26331200000000005	3.177755694640878e6	2.4587501304246253e8	0	1.5826306297606817e7	1.9218131028883963e9	0
0.27320000000000005	3.1776989837260246e6	2.3088506925022706e8	0	1.5786709620395588e7	1.941418007791619e9	0
0.28308800000000006	3.1906696449907646e6	2.289857161623213e8	0	1.5737977941494027e7	1.9624437258700118e9	0
