-3 -2 0.001155 
-3 -1.95 0.001154 
-3 -1.9 0.001154 
-3 -1.85 0.001155 
-3 -1.8 0.001155 
-3 -1.75 0.001155 
-3 -1.7 0.001155 
-3 -1.65 0.001155 
-3 -1.6 0.001154 
-3 -1.55 0.001155 
-3 -1.5 0.001155 
-3 -1.45 0.001155 
-3 -1.4 0.001155 
-3 -1.35 0.001156 
-3 -1.3 0.001156 
-3 -1.25 0.001156 
-3 -1.2 0.001155 
-3 -1.15 0.001157 
-3 -1.1 0.001157 
-3 -1.05 0.001158 
-3 -1 0.001152 
-3 -0.95 0.001158 
-3 -0.9 0.001151 
-3 -0.85 0.001120 
-3 -0.8 0.001208 
-3 -0.75 0.001212 
-3 -0.7 0.001161 
-3 -0.65 0.000499 
-3 -0.6 0.003433 
-3 -0.55 0.007144 
-3 -0.5 0.021203 
-3 -0.45 0.040937 
-3 -0.4 0.107253 
-3 -0.35 0.213650 
-3 -0.3 0.419781 
-3 -0.25 0.761179 
-3 -0.2 1.191383 
-3 -0.15 1.624201 
-3 -0.1 2.440471 
-3 -0.05 4.071049 
-3 0 6.262405 
-3 0.05 8.573086 
-3 0.1 10.713855 
-3 0.15 12.562496 
-3 0.2 14.211432 
-3 0.25 16.466717 
-3 0.3 20.109390 
-3 0.35 25.733241 
-3 0.4 33.410149 
-3 0.45 43.365755 
-3 0.5 56.562884 
-3 0.55 74.619319 
-3 0.6 99.866383 
-3 0.65 136.379479 
-3 0.7 191.538227 
-3 0.75 280.296971 
-3 0.8 436.869831 
-2.95 -2 0.001155 
-2.95 -1.95 0.001154 
-2.95 -1.9 0.001154 
-2.95 -1.85 0.001155 
-2.95 -1.8 0.001155 
-2.95 -1.75 0.001155 
-2.95 -1.7 0.001155 
-2.95 -1.65 0.001155 
-2.95 -1.6 0.001154 
-2.95 -1.55 0.001155 
-2.95 -1.5 0.001155 
-2.95 -1.45 0.001155 
-2.95 -1.4 0.001155 
-2.95 -1.35 0.001155 
-2.95 -1.3 0.001156 
-2.95 -1.25 0.001156 
-2.95 -1.2 0.001156 
-2.95 -1.15 0.001157 
-2.95 -1.1 0.001157 
-2.95 -1.05 0.001157 
-2.95 -1 0.001152 
-2.95 -0.95 0.001159 
-2.95 -0.9 0.001152 
-2.95 -0.85 0.001120 
-2.95 -0.8 0.001208 
-2.95 -0.75 0.001212 
-2.95 -0.7 0.001161 
-2.95 -0.65 0.000498 
-2.95 -0.6 0.003434 
-2.95 -0.55 0.007145 
-2.95 -0.5 0.021207 
-2.95 -0.45 0.040949 
-2.95 -0.4 0.107280 
-2.95 -0.35 0.213709 
-2.95 -0.3 0.419890 
-2.95 -0.25 0.761384 
-2.95 -0.2 1.191720 
-2.95 -0.15 1.624631 
-2.95 -0.1 2.441130 
-2.95 -0.05 4.072147 
-2.95 0 6.264109 
-2.95 0.05 8.575437 
-2.95 0.1 10.716720 
-2.95 0.15 12.565821 
-2.95 0.2 14.215239 
-2.95 0.25 16.471128 
-2.95 0.3 20.114870 
-2.95 0.35 25.740151 
-2.95 0.4 33.419215 
-2.95 0.45 43.377704 
-2.95 0.5 56.578731 
-2.95 0.55 74.640494 
-2.95 0.6 99.895445 
-2.95 0.65 136.420014 
-2.95 0.7 191.597968 
-2.95 0.75 280.387246 
-2.95 0.8 437.025649 
-2.9 -2 0.001155 
-2.9 -1.95 0.001154 
-2.9 -1.9 0.001154 
-2.9 -1.85 0.001155 
