
 0.275	     1296.06	     19.4999	
 0.425	     1560.05	     15.4667	
 0.575	     1444.95	     11.2561	
 0.725	     1201.53	     8.21087	
 0.875	     933.692	      6.0239	
 1.025	     690.506	     4.43115	
   1.2	     618.148	     4.21835	
   1.4	     362.681	     2.80009	
 1.625	     222.345	     2.06338	
 1.875	     86.5841	     1.04153	
   2.5	     52.0758	    0.797472	
--------------------------------------
Total:	     8468.63	     75.8094	
