0.275 0.15 11.5385 55.3455 
0.425 0.15 10.0961 87.0341 
0.575 0.15 7.21151 106.835 
0.725 0.15 4.32693 115.746 
0.875 0.15 4.32691 120.691 
1.025 0.15 4.32693 120.904 
1.2 0.2 3.84615 152.39 
1.4 0.2 0 135.77 
1.625 0.25 0 148.228 
1.875 0.25 0 120.399 
2.5 1 0 265.67 

 0.275	     43.5766	    0.576525	     11.0293	    0.162974	
 0.425	     76.2832	    0.957678	     9.69992	   0.0933406	
 0.575	     98.4825	     1.35723	     6.94301	   0.0521591	
 0.725	     109.786	      1.7624	     4.16923	   0.0278866	
 0.875	     114.348	     2.14555	     4.17046	   0.0266472	
 1.025	     114.272	     2.43508	     4.17027	    0.026856	
   1.2	     145.173	     3.48601	     3.70389	   0.0268706	
   1.4	     132.245	      3.5248	           0	           0	
 1.625	     144.025	     4.20268	           0	           0	
 1.875	     116.694	     3.70424	           0	           0	
   2.5	     256.339	     9.33009	           0	           0	
----------------------------------------------------------------------
Total:	     1351.23	     33.4823	     43.8861	    0.416735	
